"转债代码","转债名称","交易日期","开盘价","最高价","最低价","最新价","涨跌幅","5日涨跌幅","正股名称","正股最高价","正股最低价","正股最新价","正股涨跌幅","正股5日涨跌幅","成交量(手)","成交额(万)","年化波动率","正股年化波动率","股息率","转股价值","转股溢价率","理论转股溢价率","修正转股溢价率","纯债价值","纯债溢价率","期权价值","理论价值","理论偏离度","双低","剩余规模(亿)","剩余市值(亿)","换手率","市净率","市盈率_ttm","市销率_ttm","正股流通市值(亿)","正股总市值（亿）","资产负债率","转债市占比","上市天数","转股截止日","剩余年限","到期收益率(税前)","强赎触发比例","外部评级","三方评级","企业类型","地域","一级行业","二级行业","三级行业","转股溢价率_得分","收盘价_得分","赎回状态","总分","排名"
"123205.SZ","大叶转债","2024-05-20","132.499","135.227","132.15","133.35","0.004769547232080118","-0.0648667598721","大叶股份","14.66","14.18","14.35","-0.010344827586206917","-0.12339645647072062","96224","12862.0428985","0.9787481994194023","0.5696308442478216","0","128.2394995531725","0.039851219512194946","0.07915471095600908","-0.039303491443814134","85.04574859227597","0.5679796134114001","73.52093700968031","158.5666856019563","-0.18910150432663153","137.3351219512195","4.044385","5.3931873975","0.2384868529593867","2.8225","","2.0196","22.79129365","22.96275104","0.7550207671008876","0.23486678003455808","287","2029-07-16","5.161643835616438","-0.022684183109610623","1.3","A+","8","中外合资经营企业","浙江","机械设备","专用设备","其他专用机械","510","67","6/15 | 30","577","166"
"128133.SZ","奇正转债","2024-05-20","125.001","126.641","125.001","126.603","0.012823999999999947","-0.002694080057395576","奇正藏药","22.49","22.21","22.34","0.0031432420296362285","-0.002678571351516501","22582","2845.7665469999997","0.11645713050533223","0.278761450383153","0.017458","111.19960179193629","0.13852026410026852","0.14367311070486455","-0.005152846604596029","109.17896273098029","0.1595915259971188","26.54224061840802","135.7212033493883","-0.07202201645607387","140.45502641002685","7.992526","10.11877769178","0.028123619607848104","3.2149","20.2153","5.6018","118.17218015","118.44075475999999","0.4280735193978076","0.08543324223392512","1302","2026-09-21","2.3424657534246576","-0.03985488696638082","1.3","AA","7+","民营企业","西藏","医药生物","中药生产","中药生产","453","123","0/15 | 30","576","168"
"127047.SZ","帝欧转债","2024-05-20","78.1","78.4","77.522","77.766","-0.001720154043645672","0.03405358691684479","帝欧家居","4.49","4.26","4.28","-0.05934065934065924","0.0918367356713381","48037.4","3744.1607925999997","0.16458894159540857","0.4940159807397198","0","32.083958020989506","1.4238281308411218","2.2878795021197185","-0.8640513712785967","97.02365323362355","-0.19848410765623292","2.816541461538822","99.84019469516237","-0.2838540582666249","220.1488130841122","14.996696","11.662330611360002","0.032104738901441374","0.8943","","0.4436","13.493126759999999","16.47727698","0.6683159985898433","0.7077826406338653","907","2027-10-24","3.4328767123287673","0.13704341101379905","1.3","A+","8-","民营企业","四川","轻工制造","家具","家具制造","45","530","0/15 | 30","575","172"
"123144.SZ","裕兴转债","2024-05-20","103.3","104.116","103.14","103.4","0.0009583643914385931","0.012306276503082358","裕兴股份","6.95","6.7","6.73","-0.01608187134502914","0.021244309703171815","7319","757.773936","0.12397822267187936","0.46492738029764263","0.013258","53.84","0.9205052005943537","1.0687566770277563","-0.14825147643340264","102.12487717132969","0.01248591786828901","10.545919532920788","112.67079670425048","-0.08965954259429854","195.45052005943538","5.998876","6.202837784","0.012216568647896145","1.0075","","1.7339","15.65421898","25.26361052","0.35500855611359683","0.24552459669569035","755","2028-04-10","3.8958904109589043","0.03857416266769668","1.3","AA-","7+","民营企业","江苏","基础化工","化学制品","塑料制品","90","485","0/15 | 30","575","170"
"123240.SZ","楚天转债","2024-05-20","116.008","117.198","116.008","116.66","0.005620302048134684","-0.020486985649115663","楚天科技","8.46","8.29","8.32","-0.005973715651134914","-0.05131128829707876","9747.6","1137.6627529","0.3687781244425246","0.35618250004704133","0.011709","83.2","0.4021634615384615","0.38264182697315796","0.019521634565303536","98.19511657751934","0.18804278732032165","25.625376635558695","123.82049321307804","-0.06137916349286843","156.87634615384616","10","11.666","0.0097519522792731","1.0514","30.1631","0.7339","47.21199176","49.11315752","0.6059139319300495","0.23753308866874093","82","2030-01-30","5.704109589041096","-0.002399640972377327","1.3","AA","7","民营企业","湖南","医药生物","医疗器械","医疗器械","296","279","未到转股期","575","171"
"113060.SH","浙22转债","2024-05-20","126.6","127.561","126.505","127.301","0.0033101882866624077","-0.01040120017267343","浙商证券","11.64","11.41","11.59","0.0017286084701815252","-0.06757843879613012","103808","13203.6675","0.10227173858831698","0.3083617636001198","0.01111","113.73895976447498","0.11923830025884374","0.13145990265901797","-0.012221602400174225","99.6284256224228","0.27775782066909516","37.478616123386495","137.10704174580928","-0.07703035911586942","139.2248300258844","69.5897564059","88.58845580227477","0.014904501247284365","1.6755","26.2395","2.7093","449.48274753","449.48274753","0.7988161968478646","0.19708977995059102","683","2028-06-13","4.071232876712329","-0.036883109075838375","1.3","AAA","5+","地方国有企业","浙江","金融","非银行金融","证券","464","111","1/15 | 30","575","169"
"123113.SZ","仙乐转债","2024-05-20","111.498","112.47","111.33","111.65","0.0011657101865136799","-0.012287794456630197","仙乐健康","41.43","38.94","39.65","-0.031509526135808485","-0.037387715044709724","16323","1826.0343010000001","0.06897186724884923","0.3410098739968861","0.008775","71.03188821211035","0.5718292559899121","0.5856940598543462","-0.013864803864434116","104.1053789795394","0.07247100096473802","9.461894907259678","113.56727388679907","-0.01717217990863462","168.8329255989912","10.248294","11.442220251000002","0.015958741056749125","3.2501","22.8779","1.8789","59.45789658","71.98946662","0.497201449706007","0.15894297858044057","1103","2027-04-18","2.915068493150685","0.01493214171699017","1.3","AA-","7-","民营企业","广东","医药生物","保健护理","保健护理产品","202","371.5","0/20 | 30","573.5","173"
"123157.SZ","科蓝转债","2024-05-20","108.5","109.888","108.5","109.6","0.00995208256542579","0.011004824427381266","科蓝软件","10.53","10.2","10.43","0.006756756756756799","0.0450901805361974","10634.2","1164.3353673000001","0.18256986767089706","0.5314709167964764","0.000959","65.1467832604622","0.6823547459252159","0.719593466815797","-0.037238720890581","100.68451456257772","0.08854872545351644","20.92251249280618","121.6070270553839","-0.10955316656372172","177.8354745925216","4.944607","5.419289271999999","0.0214850196928185","4.8383","","4.1161","43.26998499","48.206116200000004","0.6099989262185064","0.1124191222855659","609","2028-08-29","4.282191780821917","0.02181957112674126","1.3","AA-","8","民营企业","北京","信息技术","计算机软件","行业应用软件","158","415","0/15 | 30","573","174"
"113657.SH","再22转债","2024-05-20","104.693","105.56","104.369","105.2","0.004842730650568949","0.015404810633349753","再升科技","3.4","3.33","3.35","-0.017595307917888547","0.04037267101514774","7989","839.6508","0.12281299576301064","0.39552676131950704","0.013432999999999999","55.833333333333336","0.8841791044776119","0.9967649892538977","-0.11258588477628573","95.97265878232524","0.09614552034661461","9.584297606555621","105.55695638888086","-0.0033931215673086434","193.61791044776118","5.09953","5.36470556","0.015651386466771906","1.6072","91.9562","2.1148","34.22524622","34.22524622","0.2694731229119276","0.15674702602621626","572","2028-09-28","4.364383561643836","0.020642667930247053","1.3","AA-","7-","民营企业","重庆","基础化工","合成纤维及树脂","玻纤","104","468.5","0/15 | 30","572.5","175"
"113549.SH","白电转债","2024-05-20","121.499","122.843","121.04","122.205","0.004752234290083646","-0.005217915102742499","白云电器","8.94","8.75","8.92","0.013636363636363447","-0.015452538516910419","26219","3197.366","0.18056148216637108","0.47795234089678434","0.0028020000000000002","99.1111111111111","0.2330100896860987","0.21930277912764387","0.013707310558454838","108.13394907452674","0.13012611715286004","23.58584295177015","131.7197920262969","-0.07785926947585531","145.50600896860988","8.03907","9.8241454935","0.032545996006629684","1.3852","36.1687","0.8669","37.8310919","38.896271639999995","0.6599110910287028","0.25257293512412343","1623","2025-11-14","1.4904109589041097","-0.05866143135102654","1.3","AA","8","民营企业","广东","电气设备","输变电设备","其他输变电设备","393","178","0/15 | 30","571","176"
"127084.SZ","柳工转2","2024-05-20","139.63","140.887","137.112","140","0.002649860345198096","-0.025069637808865508","柳工","10.82","10.42","10.7","-0.010175763182238784","-0.03342366732328439","146377.6","20414.43589","0.18180817593449802","0.3238129597870034","0.009346","137.7091377091377","0.016635514018691566","0.05683267921390704","-0.040197165195215476","104.52487499313634","0.3393940916857652","60.54420330734003","165.06907830047635","-0.17906484500340247","141.66355140186914","28.990014","40.5860196","0.05029918206120415","1.2336","19.8716","0.7547","151.18534098","208.78004919","0.6050909702077044","0.19439606302163837","397","2029-03-26","4.854794520547945","-0.03657269819206522","1.3","AAA","6+","地方国有企业","广西","机械设备","专用设备","工程机械","523","47","公告不强赎","570","177"
"123218.SZ","宏昌转债","2024-05-20","120.9","121.3","120.207","120.498","-0.006202061855670071","-0.028241935426995157","宏昌科技","26.76","26.18","26.42","-0.014179104477611948","-0.04689754662711909","22910","2763.5888022999998","1.0033809243954737","0.5637907326162532","0.015139","94.35714285714286","0.2770416351249054","0.2589848743057297","0.018056760819175732","86.48605552250656","0.39326506766911584","46.615064473336474","133.10111999584302","-0.10459194340024736","148.20216351249056","3.798925","4.5776286465","0.06037162504243341","1.9628","22.8658","2.2116","6.51194929","21.137004490000002","0.4285459345912858","0.21656941259891838","265","2029-08-09","5.227397260273973","0.0009737371660438424","1.3","A+","8","民营企业","浙江","电气设备","其他电气设备","其他电气设备","365","204","0/15 | 30","569","179"
"113629.SH","泉峰转债","2024-05-20","96.5","97.738","96.197","97.685","0.013582219639744375","0.030976253339040527","泉峰汽车","9.74","9.46","9.51","-0.009375000000000022","0.0031645570072069695","15057","1463.8989","0.15178208493392828","0.48377314260625837","0","42.76079136690648","1.2844525762355414","1.5747541971096382","-0.2903016208740967","105.49130223890286","-0.07399948690768998","5.414979242185197","110.90628148108806","-0.1353460764814256","226.13025762355414","6.189581100800001","6.04629229831648","0.02421151389600542","1.2393","","1.134","23.134419140000002","24.85678171","0.6847531317165607","0.24324517827197348","943","2027-09-13","3.3205479452054796","0.06551298154085206","1.3","AA-","8+","外资企业","江苏","交运设备","汽车","汽车零部件","52","517","0/15 | 30","569","178"
"113602.SH","景20转债","2024-05-20","127.16","128.706","126.915","127.4","-0.0007843137254901489","0.011520536098084566","景旺电子","26.34","25.75","26.03","-0.008758568164508818","0.03211736743823823","38952","4965.1479","0.1679079950667638","0.40353700512602864","0.019331","112.78162911611787","0.12961659623511324","0.13593731275286097","-0.006320716517747738","105.59390940876737","0.20650898061571432","34.42673626525144","140.02064567401882","-0.0990631528572905","140.36165962351134","17.7986300756","22.6754547163144","0.021896574785897044","2.546","21.0177","1.9638","219.13979309","219.13979309","0.46797978914067884","0.10347483857941611","1337","2026-08-23","2.263013698630137","-0.05906400252705448","1.3","AA","6-","中外合资经营企业","广东","电子设备","电子元件","电子元件","460","108","0/15 | 30","568","180"
"123035.SZ","利德转债","2024-05-20","120.278","120.77","119.468","119.927","0.004119395487085065","0.009401565554072677","利亚德","5.14","4.95","5.01","0.008048289738430636","0.050314465615143966","15253","1833.2516612","0.14799079960122236","0.3383462682430567","0.007980000000000001","93.12267657992565","0.28783884231536927","0.27041481674519596","0.017424025570173307","108.23279539814739","0.10804677601492307","13.688420739568427","121.92121613771582","-0.016628583535949426","148.71088423153694","7.987332","9.57896764764","0.01913830100106522","1.5386","47.8262","1.6601","104.8149356","126.72274035","0.4111297516475924","0.0755899661038225","1625","2025-11-13","1.4876712328767123","-0.046639047361672285","1.3","AA+","6","民营企业","北京","电子设备","光电子器件","LED","359","209","0/15 | 30","568","181"
"127024.SZ","盈峰转债","2024-05-20","107.564","107.887","107.564","107.67","0.0009947658581481722","-0.003701304706893338","盈峰环境","4.8","4.72","4.73","-0.012526096033402823","-0.04056795125297119","8067.4","869.0731398","0.058455217404365704","0.260561157172418","0.023163999999999997","59.27318295739348","0.8165044397463004","0.8837487369829425","-0.06724429723664216","107.07914524633723","0.005517925570880378","1.861491595909376","108.9406368422466","-0.01180121521544164","189.32044397463005","14.760487","15.8926163529","0.0054684082249391","0.8683","29.2301","1.1606","150.32102953","150.39067731999998","0.3891253224989928","0.10567554210214657","1266","2026-11-03","2.4602739726027396","0.021334002355661144","1.3","AA+","7","民营企业","浙江","公用事业","环保","环保","119","449","0/15 | 30","568","182"
"123087.SZ","明电转债","2024-05-20","121.838","122.28","121.324","121.9","0.0005006607079836023","0.011618257293982692","明阳电路","11.9","11.69","11.84","0.003389830508474523","0.07246376833438584","21932.8","2671.0019662","0.16685972276126523","0.4864581474756199","0.029558","97.93217535153019","0.2447390202702704","0.2285369916225925","0.01620202864767789","107.82674515491897","0.1305172925776572","30.84643190294011","138.67317705785908","-0.1375978429684912","146.37390202702704","4.186862","5.1037847780000005","0.05233374999889151","1.913","40.6221","2.2621","34.755083899999995","35.37722854","0.44942869445162287","0.1442675129915646","1232","2026-12-14","2.5726027397260274","-0.009494182432890689","1.3","AA-","7-","民营企业","广东","电子设备","电子元件","电子元件","383","184.5","0/15 | 30","567.5","183"
"111002.SH","特纸转债","2024-05-20","127.233","127.49","126.1","126.49","-0.0041176887405226514","-0.0013185216530913202","五洲特纸","15.99","15.59","15.78","-0.0006333122229258414","0.007019783160529425","23041","2917.9933","0.16285932523862615","0.36290579395678313","0.010056","108.52819807427785","0.1655035487959442","0.15774802987076766","0.0077555189251765355","106.50837697435566","0.18760611693909657","35.46642339902816","141.9748003733838","-0.12241916652212681","143.04035487959442","6.6193101128","8.372765361680718","0.03485101007792069","2.6517","14.6013","0.9122","63.20812404","63.73501824","0.6851777296854685","0.13136836848704286","873","2027-12-07","3.5534246575342467","-0.023810548232694937","1.3","AA","7+","民营企业","浙江","轻工制造","造纸印刷","造纸","441","125","0/15 | 30","566","184"
"123226.SZ","中富转债","2024-05-20","123.9","124.8","122.554","123.2","0.0050579213574808435","0.024728222485261186","中富电路","28.7","27.91","28.22","-0.01775147928994092","0.08663842941912914","111039","13713.191241999999","0.8798153379998616","0.8110751912582211","0.00567","101.03831006086645","0.21933947554925592","0.20500426394414772","0.0143352116051082","93.9070310703447","0.31193584330988244","68.24921382698982","162.15624489733452","-0.3162032865043385","145.13394755492558","5.199731","6.4060685920000005","0.21406563237748108","4.3599","214.7188","4.0501","14.3346312","49.609631199999995","0.47951666030766765","0.12912953466987273","200","2029-10-15","5.410958904109589","-0.005395791588920788","1.3","AA-","8+","中外合资经营企业","广东","电子设备","电子设备制造","电子设备制造","399","165.5","0/15 | 30","564.5","185"
"127076.SZ","中宠转2","2024-05-20","118.71","119.949","118.502","119.202","0.004110719881395664","-0.0012149446419069676","中宠股份","25.56","24.96","25.52","0.017949740725967223","0.004724409553165554","10939","1304.5340224","0.123374379596336","0.28228636112883754","0.001944","90.17667844522967","0.32187170846394997","0.2997719772480134","0.022099731215936558","96.87250422366701","0.23050395935648416","20.71439907005136","117.58690329371836","0.013549241676160118","151.389170846395","7.690059","9.16670412918","0.014231222083925774","3.3598","27.4208","1.915","75.0557504","75.0579099","0.4058168846801832","0.12212842245930965","547","2028-10-24","4.435616438356164","-0.0056333977076688194","1.3","AA-","7-","民营企业","山东","食品饮料","食品","食品综合","338","225","0/15 | 30","563","186"
"110085.SH","通22转债","2024-05-20","108.6","109.67","108.355","108.75","-0.00041362194953808995","-0.0006983625230451151","通威股份","22.15","21.75","21.84","-0.002739726027397249","-0.04545454537896654","48912","5326.2081","0.10203621362546217","0.3088754676686551","0.130861","61.52112676056338","0.7676854395604398","0.816910109838784","-0.04922467027834421","103.1163347487838","0.054634071943510776","6.52554069291096","109.64187544169476","-0.008201153486848467","185.51854395604397","119.83590049","130.321541782875","0.004086974438096998","1.6721","23.4902","0.7839","983.2311333900001","983.2311333900001","0.5927282011964355","0.132544157072763","795","2028-02-23","3.767123287671233","0.010158482553307827","1.3","AA+","5-","民营企业","四川","电气设备","电源设备","太阳能","130","432","0/15 | 30","562","187"
"123143.SZ","胜蓝转债","2024-05-20","154","159.856","147.002","149.1","-0.0267878123286599","0.1834272555444647","胜蓝股份","37.82","32.86","35.51","0.08064516129032251","0.5622525291929672","3793640.1","582568.4097689","0.28741714077213965","0.6754823028617167","0.0014080000000000002","152.599914052428","-0.022935229512813238","0.03375611535633408","-0.056691344869147314","99.69172107285885","0.4956106524736543","94.16802863975145","193.85974971261032","-0.30019952858893584","146.80647704871868","3.291902","4.908225882","11.86922574010623","4.8568","66.9942","4.252","50.202368320000005","53.12866752000001","0.44940957338895543","0.09238375647483205","760","2028-03-30","3.8657534246575342","-0.06288710808700325","1.3","AA-","7-","民营企业","广东","电子设备","电子元件","电子元件","531","31","3/15 | 30","562","189"
"113527.SH","维格转债","2024-05-20","125.479","126.479","125","125.469","-0.0009157217479934809","0.0035753707430548065","锦泓集团","10.27","10.08","10.17","-0.003917727717923647","0.003948667514450888","15066","1892.8241","0.21059442255664088","0.44481256960173576","0.009701999999999999","105.38860103626942","0.19053672566371693","0.17606213820622535","0.014474587457491583","113.30053595677242","0.10739988068432615","18.4793824915072","131.77991844827963","-0.05029862713721833","144.52267256637168","2.85978","3.5881373682","0.05275227522711989","1.0171","11.3441","0.7791","34.93086361","35.29815316","0.3729432330784293","0.10165226922597442","1918","2025-01-23","0.6821917808219178","-0.12034954743434016","1.3","AA","8","民营企业","江苏","纺织服装","服装家纺","服装","426","136","0/15 | 30","562","188"
"123212.SZ","立中转债","2024-05-20","119.535","122.642","118.209","118.969","-0.004726688640888876","-0.008831199063885853","立中集团","21.4","20.17","20.83","0.025098425196850238","0.00920542659280077","108401.7","12967.6188906","0.5594372004476184","0.451143623261347","0.003745","88.94107600341587","0.3376159289486318","0.3130144441517131","0.024601484796918704","94.78240648232557","0.2551802007916373","34.68801433979433","129.4704208221199","-0.08827022856475142","152.73059289486318","8.997956","10.704778273639999","0.12113860333316885","1.9262","17.298","0.5444","111.52443803000001","131.78785869","0.6289420570442978","0.08122734810359486","279","2029-07-26","5.189041095890411","-0.0011074635420377007","1.3","AA-","7-","民营企业","河北","交运设备","汽车","汽车零部件","329","233","0/15 | 30","562","190"
"128123.SZ","国光转债","2024-05-20","134.133","136.01","133.903","134.668","0.0011671907873707088","-0.011407848935327758","国光股份","16.38","15.9","16","-0.00435594275046669","-0.024390243875346274","15861","2139.217268","0.16355548084036256","0.3448443519567334","0.012287","127.38853503184713","0.05714380000000019","0.08154663574484348","-0.024402835744843296","104.9673961485716","0.2829507536739311","41.73045878926513","146.69785493783672","-0.08932972152134666","140.38238","3.13027","4.2154720036","0.05074680287695221","4.2659","22.4846","3.7489","61.96901936","70.88398240000001","0.2624000957727847","0.059470022152705686","1371","2026-07-26","2.186301369863014","-0.07497014620982642","1.3","AA-","8+","民营企业","四川","基础化工","化肥农药","农药","501","60","3/15 | 30","561","192"
